ID,objects,rate
1,BlueSpin_GPCC_TRISOUP_r02_d200,1
1,BlueSpin_GPCC_TRISOUP_r03_d200,3
1,ReadyForWinter_GPCC_OCTREE_r03_d200,2
1,BlueSpin_VPCC_r01_d200,1
1,FlowerDance_VPCC_r03_d200,2
1,FlowerDance_VPCC_raw_d200,4
1,ReadyForWinter_VPCC_r03_d200,3
1,ReadyForWinter_GPCC_OCTREE_r04_d200,2
1,BlueSpin_VPCC_r05_d200,3
1,FlowerDance_GPCC_OCTREE_r04_d200,1
1,ReadyForWinter_VPCC_r05_d200,3
1,FlowerDance_VPCC_r01_d200,1
1,ReadyForWinter_GPCC_TRISOUP_r04_d200,2
1,ReadyForWinter_GPCC_TRISOUP_r03_d200,2
1,FlowerDance_VPCC_r05_d200,3
1,FlowerDance_GPCC_OCTREE_r03_d200,1
1,FlowerDance_GPCC_TRISOUP_r03_d200,3
1,CasualSquat_GPCC_TRISOUP_r04_d200,3
1,BlueSpin_GPCC_TRISOUP_r01_d200,1
1,BlueSpin_GPCC_TRISOUP_r04_d200,3
1,CasualSquat_GPCC_TRISOUP_r03_d200,4
1,FlowerDance_GPCC_TRISOUP_r01_d200,1
1,BlueSpin_GPCC_OCTREE_r04_d200,1
1,BlueSpin_VPCC_r03_d200,2
1,BlueSpin_VPCC_r02_d200,2
1,CasualSquat_VPCC_r05_d200,3
1,BlueSpin_VPCC_r04_d200,3
1,ReadyForWinter_GPCC_OCTREE_r05_d200,3
1,CasualSquat_GPCC_TRISOUP_r02_d200,2
1,ReadyForWinter_GPCC_TRISOUP_r01_d200,1
1,CasualSquat_GPCC_OCTREE_r04_d200,2
1,ReadyForWinter_VPCC_raw_d200,4
1,BlueSpin_VPCC_raw_d200,4
1,CasualSquat_VPCC_r03_d200,2
1,ReadyForWinter_VPCC_r01_d200,1
1,FlowerDance_VPCC_r02_d200,1
1,BlueSpin_GPCC_OCTREE_r05_d200,3
1,CasualSquat_VPCC_r01_d200,1
1,CasualSquat_VPCC_r04_d200,2
1,CasualSquat_GPCC_OCTREE_r03_d200,1
1,FlowerDance_GPCC_OCTREE_r05_d200,2
1,CasualSquat_GPCC_TRISOUP_r01_d200,1
1,CasualSquat_GPCC_OCTREE_r05_d200,3
1,ReadyForWinter_VPCC_r02_d200,2
1,FlowerDance_GPCC_TRISOUP_r04_d200,3
1,ReadyForWinter_GPCC_TRISOUP_r02_d200,1
1,BlueSpin_GPCC_OCTREE_r03_d200,1
1,CasualSquat_VPCC_raw_d200,4
1,FlowerDance_GPCC_TRISOUP_r02_d200,2
1,ReadyForWinter_VPCC_r04_d200,3
1,CasualSquat_VPCC_r02_d200,2
1,FlowerDance_VPCC_r04_d200,3
2,CasualSquat_VPCC_r03_d200,3
2,ReadyForWinter_VPCC_r01_d200,2
2,ReadyForWinter_GPCC_TRISOUP_r04_d200,4
2,CasualSquat_VPCC_r02_d200,3
2,CasualSquat_VPCC_raw_d200,5
2,CasualSquat_VPCC_r05_d200,4
2,BlueSpin_GPCC_OCTREE_r05_d200,4
2,FlowerDance_VPCC_raw_d200,5
2,FlowerDance_GPCC_TRISOUP_r01_d200,2
2,FlowerDance_GPCC_OCTREE_r04_d200,2
2,BlueSpin_VPCC_r04_d200,4
2,ReadyForWinter_VPCC_r04_d200,4
2,ReadyForWinter_GPCC_TRISOUP_r02_d200,3
2,FlowerDance_GPCC_OCTREE_r03_d200,1
2,CasualSquat_GPCC_TRISOUP_r02_d200,3
2,BlueSpin_GPCC_TRISOUP_r03_d200,3
2,ReadyForWinter_GPCC_TRISOUP_r01_d200,2
2,ReadyForWinter_GPCC_OCTREE_r05_d200,2
2,FlowerDance_GPCC_TRISOUP_r04_d200,5
2,BlueSpin_VPCC_r02_d200,3
2,CasualSquat_VPCC_r01_d200,2
2,FlowerDance_GPCC_OCTREE_r05_d200,4
2,ReadyForWinter_VPCC_r02_d200,3
2,BlueSpin_GPCC_TRISOUP_r02_d200,3
2,CasualSquat_GPCC_TRISOUP_r01_d200,2
2,BlueSpin_VPCC_r01_d200,2
2,CasualSquat_GPCC_OCTREE_r05_d200,5
2,CasualSquat_VPCC_r04_d200,4
2,ReadyForWinter_VPCC_raw_d200,4
2,FlowerDance_VPCC_r04_d200,4
2,FlowerDance_VPCC_r03_d200,4
2,BlueSpin_GPCC_OCTREE_r03_d200,1
2,ReadyForWinter_GPCC_OCTREE_r04_d200,2
2,BlueSpin_GPCC_TRISOUP_r04_d200,4
2,ReadyForWinter_GPCC_OCTREE_r03_d200,1
2,ReadyForWinter_GPCC_TRISOUP_r03_d200,3
2,CasualSquat_GPCC_TRISOUP_r03_d200,4
2,ReadyForWinter_VPCC_r03_d200,3
2,BlueSpin_VPCC_r03_d200,3
2,CasualSquat_GPCC_TRISOUP_r04_d200,4
2,ReadyForWinter_VPCC_r05_d200,4
2,BlueSpin_VPCC_r05_d200,4
2,FlowerDance_GPCC_TRISOUP_r02_d200,3
2,FlowerDance_VPCC_r01_d200,3
2,CasualSquat_GPCC_OCTREE_r04_d200,2
2,FlowerDance_VPCC_r05_d200,5
2,FlowerDance_GPCC_TRISOUP_r03_d200,4
2,BlueSpin_VPCC_raw_d200,4
2,FlowerDance_VPCC_r02_d200,3
2,BlueSpin_GPCC_OCTREE_r04_d200,2
2,BlueSpin_GPCC_TRISOUP_r01_d200,2
2,CasualSquat_GPCC_OCTREE_r03_d200,1
3,ReadyForWinter_VPCC_r03_d200,1
3,CasualSquat_VPCC_r02_d200,1
3,CasualSquat_GPCC_TRISOUP_r02_d200,1
3,ReadyForWinter_GPCC_OCTREE_r03_d200,1
3,CasualSquat_GPCC_OCTREE_r05_d200,3
3,BlueSpin_GPCC_TRISOUP_r04_d200,3
3,ReadyForWinter_VPCC_r01_d200,2
3,CasualSquat_VPCC_raw_d200,4
3,BlueSpin_VPCC_r01_d200,2
3,FlowerDance_VPCC_r01_d200,2
3,ReadyForWinter_GPCC_TRISOUP_r04_d200,2
3,FlowerDance_GPCC_TRISOUP_r03_d200,3
3,BlueSpin_GPCC_TRISOUP_r02_d200,2
3,ReadyForWinter_GPCC_TRISOUP_r03_d200,2
3,ReadyForWinter_GPCC_OCTREE_r05_d200,2
3,FlowerDance_GPCC_TRISOUP_r02_d200,2
3,ReadyForWinter_GPCC_TRISOUP_r01_d200,1
3,FlowerDance_VPCC_r03_d200,3
3,BlueSpin_VPCC_raw_d200,3
3,BlueSpin_VPCC_r03_d200,2
3,CasualSquat_VPCC_r01_d200,2
3,ReadyForWinter_VPCC_raw_d200,3
3,FlowerDance_VPCC_r04_d200,2
3,FlowerDance_VPCC_raw_d200,2
3,CasualSquat_GPCC_OCTREE_r03_d200,1
3,FlowerDance_GPCC_OCTREE_r05_d200,2
3,CasualSquat_VPCC_r03_d200,2
3,BlueSpin_VPCC_r05_d200,2
3,ReadyForWinter_VPCC_r02_d200,1
3,ReadyForWinter_VPCC_r05_d200,2
3,ReadyForWinter_GPCC_OCTREE_r04_d200,1
3,BlueSpin_GPCC_OCTREE_r05_d200,1
3,BlueSpin_VPCC_r02_d200,1
3,FlowerDance_VPCC_r02_d200,2
3,FlowerDance_VPCC_r05_d200,3
3,BlueSpin_GPCC_TRISOUP_r01_d200,1
3,BlueSpin_GPCC_OCTREE_r04_d200,1
3,BlueSpin_GPCC_OCTREE_r03_d200,1
3,CasualSquat_VPCC_r04_d200,3
3,CasualSquat_GPCC_OCTREE_r04_d200,1
3,CasualSquat_GPCC_TRISOUP_r01_d200,1
3,BlueSpin_VPCC_r04_d200,2
3,CasualSquat_GPCC_TRISOUP_r04_d200,3
3,FlowerDance_GPCC_OCTREE_r04_d200,1
3,FlowerDance_GPCC_OCTREE_r03_d200,1
3,CasualSquat_GPCC_TRISOUP_r03_d200,3
3,ReadyForWinter_VPCC_r04_d200,2
3,ReadyForWinter_GPCC_TRISOUP_r02_d200,2
3,BlueSpin_GPCC_TRISOUP_r03_d200,2
3,FlowerDance_GPCC_TRISOUP_r01_d200,1
3,FlowerDance_GPCC_TRISOUP_r04_d200,3
3,CasualSquat_VPCC_r05_d200,3
4,FlowerDance_GPCC_TRISOUP_r03_d200,4
4,ReadyForWinter_VPCC_r03_d200,3
4,CasualSquat_GPCC_TRISOUP_r04_d200,4
4,CasualSquat_VPCC_r05_d200,3
4,BlueSpin_VPCC_r02_d200,2
4,BlueSpin_GPCC_TRISOUP_r03_d200,3
4,FlowerDance_VPCC_r03_d200,2
4,FlowerDance_VPCC_r04_d200,3
4,CasualSquat_VPCC_raw_d200,4
4,ReadyForWinter_GPCC_OCTREE_r05_d200,3
4,ReadyForWinter_GPCC_TRISOUP_r01_d200,1
4,BlueSpin_GPCC_TRISOUP_r02_d200,2
4,BlueSpin_GPCC_OCTREE_r05_d200,2
4,CasualSquat_GPCC_OCTREE_r04_d200,2
4,FlowerDance_GPCC_OCTREE_r05_d200,4
4,CasualSquat_GPCC_OCTREE_r03_d200,1
4,BlueSpin_GPCC_OCTREE_r04_d200,2
4,ReadyForWinter_VPCC_r05_d200,4
4,ReadyForWinter_VPCC_r02_d200,2
4,BlueSpin_GPCC_TRISOUP_r04_d200,2
4,BlueSpin_VPCC_r03_d200,2
4,ReadyForWinter_VPCC_r01_d200,1
4,CasualSquat_GPCC_OCTREE_r05_d200,3
4,FlowerDance_GPCC_TRISOUP_r04_d200,3
4,BlueSpin_GPCC_OCTREE_r03_d200,1
4,FlowerDance_GPCC_OCTREE_r03_d200,1
4,ReadyForWinter_GPCC_OCTREE_r03_d200,1
4,CasualSquat_GPCC_TRISOUP_r03_d200,3
4,ReadyForWinter_VPCC_r04_d200,3
4,BlueSpin_VPCC_r05_d200,3
4,FlowerDance_VPCC_raw_d200,4
4,BlueSpin_GPCC_TRISOUP_r01_d200,1
4,ReadyForWinter_GPCC_TRISOUP_r04_d200,2
4,BlueSpin_VPCC_r01_d200,1
4,FlowerDance_VPCC_r02_d200,2
4,CasualSquat_VPCC_r04_d200,3
4,ReadyForWinter_VPCC_raw_d200,4
4,CasualSquat_GPCC_TRISOUP_r01_d200,1
4,FlowerDance_GPCC_TRISOUP_r02_d200,2
4,BlueSpin_VPCC_raw_d200,3
4,CasualSquat_VPCC_r02_d200,2
4,ReadyForWinter_GPCC_TRISOUP_r02_d200,2
4,CasualSquat_VPCC_r01_d200,2
4,FlowerDance_VPCC_r01_d200,1
4,FlowerDance_VPCC_r05_d200,3
4,ReadyForWinter_GPCC_TRISOUP_r03_d200,3
4,ReadyForWinter_GPCC_OCTREE_r04_d200,2
4,CasualSquat_GPCC_TRISOUP_r02_d200,2
4,BlueSpin_VPCC_r04_d200,2
4,FlowerDance_GPCC_OCTREE_r04_d200,2
4,CasualSquat_VPCC_r03_d200,3
4,FlowerDance_GPCC_TRISOUP_r01_d200,1
5,FlowerDance_VPCC_r01_d200,2
5,BlueSpin_VPCC_raw_d200,4
5,CasualSquat_GPCC_OCTREE_r03_d200,3
5,BlueSpin_VPCC_r01_d200,2
5,ReadyForWinter_GPCC_TRISOUP_r02_d200,3
5,BlueSpin_GPCC_OCTREE_r03_d200,2
5,ReadyForWinter_VPCC_r04_d200,3
5,FlowerDance_GPCC_TRISOUP_r03_d200,5
5,BlueSpin_VPCC_r05_d200,4
5,FlowerDance_VPCC_r04_d200,4
5,FlowerDance_VPCC_r03_d200,4
5,CasualSquat_VPCC_raw_d200,4
5,FlowerDance_GPCC_OCTREE_r05_d200,4
5,BlueSpin_GPCC_TRISOUP_r02_d200,3
5,BlueSpin_VPCC_r02_d200,1
5,BlueSpin_GPCC_OCTREE_r05_d200,4
5,BlueSpin_GPCC_TRISOUP_r04_d200,5
5,BlueSpin_GPCC_OCTREE_r04_d200,3
5,BlueSpin_VPCC_r04_d200,5
5,CasualSquat_VPCC_r03_d200,4
5,ReadyForWinter_VPCC_r02_d200,2
5,FlowerDance_GPCC_OCTREE_r03_d200,3
5,FlowerDance_VPCC_r05_d200,5
5,FlowerDance_GPCC_TRISOUP_r04_d200,5
5,ReadyForWinter_GPCC_TRISOUP_r01_d200,1
5,ReadyForWinter_GPCC_TRISOUP_r03_d200,2
5,BlueSpin_GPCC_TRISOUP_r01_d200,1
5,CasualSquat_VPCC_r01_d200,3
5,CasualSquat_VPCC_r04_d200,3
5,FlowerDance_VPCC_r02_d200,3
5,FlowerDance_GPCC_TRISOUP_r02_d200,4
5,CasualSquat_GPCC_TRISOUP_r01_d200,2
5,ReadyForWinter_GPCC_TRISOUP_r04_d200,4
5,BlueSpin_GPCC_TRISOUP_r03_d200,3
5,BlueSpin_VPCC_r03_d200,3
5,CasualSquat_GPCC_OCTREE_r05_d200,4
5,ReadyForWinter_VPCC_r01_d200,2
5,CasualSquat_GPCC_TRISOUP_r03_d200,4
5,ReadyForWinter_VPCC_r05_d200,5
5,ReadyForWinter_GPCC_OCTREE_r05_d200,4
5,CasualSquat_GPCC_TRISOUP_r04_d200,4
5,FlowerDance_VPCC_raw_d200,4
5,ReadyForWinter_VPCC_raw_d200,3
5,FlowerDance_GPCC_OCTREE_r04_d200,3
5,CasualSquat_VPCC_r02_d200,3
5,CasualSquat_GPCC_TRISOUP_r02_d200,2
5,FlowerDance_GPCC_TRISOUP_r01_d200,1
5,ReadyForWinter_VPCC_r03_d200,2
5,ReadyForWinter_GPCC_OCTREE_r04_d200,3
5,CasualSquat_GPCC_OCTREE_r04_d200,3
5,ReadyForWinter_GPCC_OCTREE_r03_d200,2
5,CasualSquat_VPCC_r05_d200,4
6,FlowerDance_GPCC_TRISOUP_r03_d200,3
6,BlueSpin_GPCC_TRISOUP_r01_d200,2
6,BlueSpin_GPCC_OCTREE_r03_d200,4
6,CasualSquat_VPCC_r03_d200,3
6,ReadyForWinter_GPCC_TRISOUP_r03_d200,4
6,ReadyForWinter_VPCC_r04_d200,3
6,FlowerDance_VPCC_r01_d200,1
6,ReadyForWinter_GPCC_OCTREE_r03_d200,4
6,CasualSquat_VPCC_r04_d200,4
6,BlueSpin_GPCC_TRISOUP_r04_d200,4
6,CasualSquat_GPCC_TRISOUP_r03_d200,3
6,FlowerDance_VPCC_r05_d200,4
6,CasualSquat_GPCC_TRISOUP_r01_d200,1
6,ReadyForWinter_GPCC_TRISOUP_r01_d200,1
6,CasualSquat_GPCC_OCTREE_r04_d200,5
6,FlowerDance_GPCC_TRISOUP_r01_d200,2
6,FlowerDance_VPCC_r03_d200,3
6,FlowerDance_GPCC_OCTREE_r03_d200,4
6,ReadyForWinter_VPCC_r03_d200,3
6,FlowerDance_GPCC_TRISOUP_r04_d200,4
6,FlowerDance_VPCC_r02_d200,3
6,ReadyForWinter_GPCC_OCTREE_r04_d200,4
6,FlowerDance_VPCC_raw_d200,4
6,ReadyForWinter_GPCC_OCTREE_r05_d200,5
6,ReadyForWinter_VPCC_r01_d200,3
6,CasualSquat_VPCC_r02_d200,2
6,CasualSquat_VPCC_r05_d200,4
6,BlueSpin_VPCC_raw_d200,5
6,CasualSquat_VPCC_raw_d200,4
6,CasualSquat_GPCC_OCTREE_r03_d200,3
6,FlowerDance_GPCC_TRISOUP_r02_d200,2
6,ReadyForWinter_VPCC_r02_d200,3
6,BlueSpin_VPCC_r05_d200,4
6,ReadyForWinter_VPCC_r05_d200,4
6,ReadyForWinter_GPCC_TRISOUP_r04_d200,4
6,FlowerDance_GPCC_OCTREE_r05_d200,4
6,BlueSpin_VPCC_r02_d200,2
6,BlueSpin_GPCC_TRISOUP_r02_d200,3
6,CasualSquat_GPCC_OCTREE_r05_d200,4
6,BlueSpin_VPCC_r03_d200,3
6,BlueSpin_VPCC_r04_d200,3
6,CasualSquat_GPCC_TRISOUP_r04_d200,3
6,CasualSquat_GPCC_TRISOUP_r02_d200,2
6,BlueSpin_GPCC_TRISOUP_r03_d200,4
6,FlowerDance_VPCC_r04_d200,3
6,BlueSpin_GPCC_OCTREE_r04_d200,3
6,ReadyForWinter_GPCC_TRISOUP_r02_d200,2
6,CasualSquat_VPCC_r01_d200,2
6,FlowerDance_GPCC_OCTREE_r04_d200,4
6,ReadyForWinter_VPCC_raw_d200,4
6,BlueSpin_GPCC_OCTREE_r05_d200,4
6,BlueSpin_VPCC_r01_d200,3
7,FlowerDance_GPCC_TRISOUP_r03_d200,3
7,CasualSquat_VPCC_r01_d200,1
7,ReadyForWinter_VPCC_r03_d200,2
7,CasualSquat_VPCC_r03_d200,2
7,BlueSpin_VPCC_r01_d200,1
7,FlowerDance_VPCC_r05_d200,4
7,CasualSquat_GPCC_OCTREE_r05_d200,3
7,ReadyForWinter_GPCC_OCTREE_r05_d200,2
7,FlowerDance_GPCC_OCTREE_r05_d200,4
7,FlowerDance_VPCC_r04_d200,3
7,ReadyForWinter_VPCC_r01_d200,1
7,ReadyForWinter_GPCC_TRISOUP_r02_d200,1
7,FlowerDance_GPCC_OCTREE_r03_d200,1
7,FlowerDance_GPCC_TRISOUP_r01_d200,1
7,BlueSpin_GPCC_OCTREE_r04_d200,1
7,BlueSpin_VPCC_r05_d200,4
7,FlowerDance_GPCC_TRISOUP_r04_d200,4
7,ReadyForWinter_VPCC_raw_d200,3
7,ReadyForWinter_GPCC_OCTREE_r03_d200,1
7,CasualSquat_VPCC_r05_d200,2
7,BlueSpin_GPCC_TRISOUP_r01_d200,1
7,BlueSpin_VPCC_r02_d200,2
7,ReadyForWinter_VPCC_r02_d200,1
7,BlueSpin_GPCC_TRISOUP_r03_d200,3
7,BlueSpin_VPCC_r03_d200,2
7,CasualSquat_GPCC_TRISOUP_r02_d200,2
7,FlowerDance_VPCC_raw_d200,5
7,CasualSquat_VPCC_r04_d200,4
7,BlueSpin_GPCC_OCTREE_r05_d200,3
7,ReadyForWinter_VPCC_r04_d200,3
7,CasualSquat_VPCC_raw_d200,5
7,CasualSquat_VPCC_r02_d200,2
7,BlueSpin_VPCC_raw_d200,5
7,CasualSquat_GPCC_TRISOUP_r01_d200,1
7,CasualSquat_GPCC_TRISOUP_r04_d200,4
7,FlowerDance_GPCC_OCTREE_r04_d200,3
7,ReadyForWinter_VPCC_r05_d200,3
7,FlowerDance_VPCC_r01_d200,2
7,BlueSpin_VPCC_r04_d200,4
7,CasualSquat_GPCC_OCTREE_r04_d200,2
7,ReadyForWinter_GPCC_OCTREE_r04_d200,2
7,ReadyForWinter_GPCC_TRISOUP_r03_d200,3
7,CasualSquat_GPCC_OCTREE_r03_d200,1
7,ReadyForWinter_GPCC_TRISOUP_r01_d200,1
7,CasualSquat_GPCC_TRISOUP_r03_d200,3
7,BlueSpin_GPCC_TRISOUP_r04_d200,5
7,FlowerDance_GPCC_TRISOUP_r02_d200,3
7,ReadyForWinter_GPCC_TRISOUP_r04_d200,3
7,BlueSpin_GPCC_OCTREE_r03_d200,1
7,FlowerDance_VPCC_r03_d200,3
7,FlowerDance_VPCC_r02_d200,2
7,BlueSpin_GPCC_TRISOUP_r02_d200,2
8,ReadyForWinter_GPCC_OCTREE_r05_d200,4
8,ReadyForWinter_VPCC_r03_d200,5
8,BlueSpin_VPCC_r01_d200,1
8,BlueSpin_GPCC_TRISOUP_r01_d200,1
8,CasualSquat_GPCC_TRISOUP_r03_d200,4
8,FlowerDance_VPCC_r01_d200,1
8,CasualSquat_VPCC_r05_d200,4
8,BlueSpin_GPCC_TRISOUP_r02_d200,5
8,CasualSquat_GPCC_OCTREE_r03_d200,4
8,ReadyForWinter_GPCC_TRISOUP_r01_d200,1
8,FlowerDance_GPCC_TRISOUP_r04_d200,5
8,ReadyForWinter_VPCC_r04_d200,4
8,FlowerDance_GPCC_TRISOUP_r01_d200,1
8,ReadyForWinter_VPCC_r01_d200,2
8,FlowerDance_VPCC_r03_d200,3
8,ReadyForWinter_GPCC_TRISOUP_r03_d200,4
8,FlowerDance_GPCC_TRISOUP_r03_d200,3
8,BlueSpin_GPCC_OCTREE_r03_d200,1
8,ReadyForWinter_VPCC_r02_d200,3
8,BlueSpin_VPCC_r02_d200,2
8,ReadyForWinter_GPCC_TRISOUP_r04_d200,4
8,FlowerDance_GPCC_OCTREE_r05_d200,3
8,CasualSquat_GPCC_TRISOUP_r01_d200,1
8,FlowerDance_GPCC_OCTREE_r04_d200,1
8,ReadyForWinter_VPCC_raw_d200,5
8,FlowerDance_VPCC_r02_d200,1
8,CasualSquat_VPCC_r01_d200,2
8,CasualSquat_VPCC_raw_d200,3
8,FlowerDance_GPCC_OCTREE_r03_d200,1
8,CasualSquat_GPCC_OCTREE_r04_d200,1
8,BlueSpin_GPCC_OCTREE_r04_d200,1
8,BlueSpin_GPCC_TRISOUP_r04_d200,5
8,BlueSpin_VPCC_r03_d200,4
8,ReadyForWinter_GPCC_TRISOUP_r02_d200,3
8,FlowerDance_VPCC_raw_d200,5
8,FlowerDance_VPCC_r04_d200,4
8,BlueSpin_GPCC_TRISOUP_r03_d200,5
8,ReadyForWinter_VPCC_r05_d200,4
8,FlowerDance_GPCC_TRISOUP_r02_d200,2
8,BlueSpin_VPCC_r05_d200,5
8,BlueSpin_VPCC_r04_d200,5
8,CasualSquat_GPCC_OCTREE_r05_d200,3
8,ReadyForWinter_GPCC_OCTREE_r04_d200,1
8,BlueSpin_GPCC_OCTREE_r05_d200,2
8,CasualSquat_VPCC_r04_d200,4
8,ReadyForWinter_GPCC_OCTREE_r03_d200,1
8,CasualSquat_GPCC_TRISOUP_r04_d200,5
8,CasualSquat_VPCC_r03_d200,2
8,FlowerDance_VPCC_r05_d200,3
8,CasualSquat_VPCC_r02_d200,3
8,CasualSquat_GPCC_TRISOUP_r02_d200,2
8,BlueSpin_VPCC_raw_d200,4
9,BlueSpin_GPCC_OCTREE_r03_d200,1
9,CasualSquat_GPCC_OCTREE_r03_d200,1
9,CasualSquat_VPCC_raw_d200,3
9,FlowerDance_GPCC_TRISOUP_r01_d200,2
9,ReadyForWinter_VPCC_r05_d200,3
9,CasualSquat_GPCC_TRISOUP_r03_d200,2
9,ReadyForWinter_GPCC_TRISOUP_r01_d200,1
9,ReadyForWinter_GPCC_OCTREE_r05_d200,3
9,FlowerDance_GPCC_OCTREE_r05_d200,3
9,FlowerDance_VPCC_r03_d200,2
9,BlueSpin_VPCC_r03_d200,2
9,BlueSpin_GPCC_OCTREE_r04_d200,1
9,ReadyForWinter_VPCC_r03_d200,2
9,ReadyForWinter_GPCC_TRISOUP_r03_d200,3
9,FlowerDance_GPCC_TRISOUP_r03_d200,3
9,BlueSpin_GPCC_TRISOUP_r02_d200,1
9,FlowerDance_GPCC_OCTREE_r04_d200,1
9,BlueSpin_VPCC_r02_d200,2
9,BlueSpin_VPCC_r04_d200,3
